asset,start_price,end_price,total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,var_95_daily_pct,skew,kurtosis
TSLA,14.620667457580566,411.8399963378906,2716.834440238627,54.85718772616075,56.1299156055107,0.7445395759116714,5.109612813043802,0.304448636099317,4.7494817081737875
BND,59.405418395996094,73.46500396728516,23.66717708739625,1.9416255753166745,5.215998727696276,-0.010975969758857366,0.4723725143427669,-0.931675525343739,37.976180591841995
SPY,169.68785095214844,741.0,336.68417971122767,14.915995106545887,17.33125581189458,0.6881564360283728,1.6353894750798397,-0.3078731631132878,14.66114402144795
