Date,TSLA,BND,SPY
2015-01-05,-0.04204102817052724,0.002904235301944391,-0.018059534759753082
2015-01-06,0.005664237314159992,0.0028953769435664523,-0.009419103540907137
2015-01-07,-0.0015619306272326439,0.0006008342728485161,0.01246124840459073
2015-01-08,-0.0015643062581812694,-0.0015631069497452632,0.017744899065146313
2015-01-09,-0.018801629106854012,0.0016860796309641213,-0.008013561688141269
2015-01-12,-0.021532914950603166,0.0013222735142479625,-0.007833470579377333
2015-01-13,0.010088497728839352,0.0009605457551344898,-0.0028128091337127348
2015-01-14,-0.05659733676235856,0.0022781203692858742,-0.006037123896697416
2015-01-15,-0.004255528597720826,0.004427633237669593,-0.009160443226248427
2015-01-16,0.006254228739435819,-0.002978219034754259,0.013114102540183747
2015-01-19,0.0,0.0,0.0
2015-01-20,-0.005904610882275119,-0.0010759271913233226,0.002132303602506491
2015-01-21,0.024175518017267583,-0.0019131831562430035,0.005048165928125403
2015-01-22,0.02569055090301542,0.0002394154852842778,0.014871221476646879
2015-01-23,-0.0016366947705446222,0.00323515090598403,-0.005482509800631585
2015-01-26,0.026131476717216273,-0.0011939457644621898,0.0023413435359036505
2015-01-27,-0.0027596300325537504,0.0005976230253357251,-0.013190466064453066
2015-01-28,-0.03209052877530916,0.0035850552697871407,-0.012824276604266882
2015-01-29,0.02924214605280495,-0.0010715165741905786,0.009243423915737292
2015-01-30,-0.007797333058198963,0.005483091292318498,-0.012574851778000995
2015-02-02,0.0360511389604945,-0.0011887563644051857,0.012384059785806034
2015-02-03,0.0351758385028933,-0.0030913079202102844,0.014461257304457797
2015-02-04,0.0008701251992371262,0.00035759613753194586,-0.0038080121925649912
2015-02-05,0.011164535201251935,-0.0021465785564241946,0.01009523469834206
2015-02-06,-0.016426056915829212,-0.006453335588643694,-0.002765545415959303
2015-02-09,0.0005520394593698796,-0.00036107385543648896,-0.004475805951528633
2015-02-10,-0.005471765552931496,-0.001804810358831399,0.010653535974968653
2015-02-11,-0.016135698387415576,0.0,0.0005800613253623688
2015-02-12,-0.046616588460223096,0.00048190180020046824,0.009616883336002635
2015-02-13,0.004386864226918918,-0.0022893829586070336,0.004116418377360986
2015-02-16,0.0,0.0,0.0
2015-02-17,0.0028462803614235366,-0.003986107698536467,0.001573069168548713
2015-02-18,0.0005383231478952588,0.0027892972679275374,9.539293448712627e-05
2015-02-19,0.035459277020091884,-0.0008465664040333554,-0.0007140161403516032
2015-02-20,0.025506564298148016,0.00024217262562165054,0.006000367204244572
2015-02-23,-0.04500019733692007,0.002056430888567329,-0.00014201791542012288
2015-02-24,-0.015578320500655662,0.004105764346304497,0.002840499361834503
2015-02-25,-0.001714777553045277,0.0009620707814039786,-0.000849465769756419
2015-02-26,0.016833573717678796,-0.0027631757030412984,-0.0011809233181073742
2015-02-27,-0.0185820116516362,0.0008430220464430427,-0.003406520506720412
2015-03-02,-0.02955644716492256,-0.003231795172580876,0.006313695431366062
2015-03-03,0.011300918070464627,-0.0012097443713051659,-0.004104034400795875
2015-03-04,0.014431779204035822,0.0,-0.004215533476995215
2015-03-05,-0.008940979178158281,0.000605156548555863,0.001093800222942587
2015-03-06,-0.0336440083328029,-0.005810661260713723,-0.014064394537184999
2015-03-09,-0.015473474370690687,0.001217551878724299,0.0041445886788407105
2015-03-10,-0.0029337926038629503,0.0038918909187819484,-0.01622196605916304
2015-03-11,0.017969786081706296,0.0010898624475363938,-0.0023418612795506055
2015-03-12,-0.013781390917263936,0.0007272767286674586,0.012714090546286139
2015-03-13,-0.01250849663327791,-0.0009685287607014148,-0.006132423636826645
2015-03-16,0.037205883869277034,0.0019370796893505293,0.01336077945748082
2015-03-17,-0.00495657224609003,0.0008454147855809779,-0.0029724960641860365
2015-03-18,0.030709164308927006,0.006157055487204133,0.01202145639829233
2015-03-19,-0.025210528438961433,-0.002999278562198282,-0.004561327992722575
2015-03-20,0.012420115455768377,0.0026472288036101244,0.008826480446543217
2015-03-23,0.007825204316233458,0.00048028579098269297,-0.0019485034989679129
2015-03-24,0.010469325694766773,0.001679051816730226,-0.005618631387988016
2015-03-25,-0.036783689389238594,-0.001556899511101273,-0.014653925088049968
2015-03-26,-0.020020535165919617,-0.0032381783568018463,-0.0023815169615043486
2015-03-27,-0.028412417028683024,0.0009624782957327049,0.002289725077099236
2015-03-30,0.030108169094502202,0.0012021634620731358,0.012199880237690364
2015-03-31,-0.009445338842494766,0.0010805591333336029,-0.00873959179737327
2015-04-01,-0.006251070401743664,0.003978846107997258,-0.0035361373872940804
2015-04-02,0.018177920738268627,-0.001316562809822508,0.003597233255118404
2015-04-03,0.0,0.0,0.0
2015-04-06,0.06335084074758979,0.0008390034205183472,0.0067334092338502405
2015-04-07,0.0007385693434276419,0.0005987586941171852,-0.0026463603828541515
